Wall time,Step,Value
1715606455.9356728,5137,0.14374904334545135
1715606456.0003657,5156,0.17457813024520874
1715606456.1540363,5188,0.0969412624835968
1715606456.1988192,5201,0.1732078194618225
1715606456.2894495,5226,0.17465367913246155
1715606456.4580839,5263,0.11909013986587524
1715606456.566511,5296,0.11537311971187592
1715606456.8427851,5363,0.219701886177063
1715606457.034866,5404,0.16198872029781342
1715606457.2034645,5455,0.11376699805259705
1715606458.0847907,5668,0.11218903958797455
1715606458.4322839,5759,0.08682283759117126
1715606458.7384963,5833,0.14672905206680298
1715606458.9223864,5867,0.10899049043655396
1715606458.967732,5880,0.15861845016479492
1715606459.3001301,5957,0.24939407408237457
1715606459.3874424,5982,0.08217286318540573
1715606459.4432805,5998,0.16464115679264069
1715606459.6848726,6054,0.24687494337558746
1715606459.9358735,6112,0.09975600242614746
1715606460.02795,6139,0.1325293332338333
1715606460.041432,6143,0.16283132135868073
1715606460.3795605,6226,0.21236509084701538
1715606460.4431658,6244,0.1797245740890503
1715606460.6187549,6280,0.2025725245475769
1715606460.8237622,6333,0.1764310598373413
1715606460.8308089,6335,0.12066145241260529
1715606461.0228558,6359,0.20837047696113586
1715606461.0274277,6360,0.17466455698013306
1715606461.050051,6365,0.10584309697151184
1715606461.0734718,6370,0.12701177597045898
1715606461.9521022,6552,0.1727776676416397
1715606462.0217621,6570,0.11568903177976608
1715606462.1230884,6586,0.1516333371400833
1715606462.1398451,6591,0.1678413599729538
1715606462.1704597,6600,0.13280615210533142
1715606462.769264,6731,0.10242746770381927
1715606462.8632147,6751,0.06608694791793823
1715606463.069088,6803,0.17796531319618225
1715606463.2914104,6843,0.15969544649124146
1715606463.3241658,6851,0.20569941401481628
1715606463.6454067,6920,0.06708399951457977
1715606463.9721422,6992,0.1029004380106926
1715606463.992105,6997,0.09759462624788284
1715606464.0001125,6999,0.13916045427322388
1715606464.2661715,7055,0.12852360308170319
1715606464.7542133,7165,0.1742262989282608
1715606464.9680054,7208,0.11863579601049423
1715606465.1468828,7254,0.13343696296215057
1715606465.4166296,7309,0.15122243762016296
1715606465.632059,7354,0.0755842924118042
1715606466.011508,7437,0.14131087064743042
1715606466.1263294,7465,0.06547197699546814
1715606466.1425555,7469,0.157924085855484
1715606466.1508858,7471,0.1544238179922104
1715606466.2789762,7507,0.13365206122398376
1715606466.4820268,7544,0.1657731533050537
1715606466.701644,7594,0.19959238171577454
1715606466.741813,7605,0.17099745571613312
1715606466.8779063,7645,0.28653445839881897
1715606467.217895,7728,0.13386143743991852
1715606467.2279015,7731,0.24888482689857483
1715606467.3629282,7757,0.10619860887527466
1715606467.4930663,7795,0.11863122880458832
1715606467.6327596,7822,0.15701687335968018
1715606467.7466404,7856,0.1480037420988083
1715606467.8796272,7896,0.19127991795539856
1715606468.303255,7987,0.12584012746810913
1715606468.8444967,8123,0.09019024670124054
1715606469.5660977,8292,0.1505652666091919
1715606470.0083883,8398,0.11470255255699158
1715606470.6169553,8549,0.12692616879940033
1715606470.6371794,8555,0.11205992847681046
1715606470.9270868,8619,0.1342487931251526
1715606471.0750237,8660,0.11621977388858795
1715606471.2427087,8695,0.13536715507507324
1715606471.3500037,8725,0.19682087004184723
1715606471.4446099,8753,0.19885271787643433
1715606471.5724063,8777,0.12245828658342361
1715606471.5807037,8779,0.17580442130565643
1715606471.7490015,8824,0.12690076231956482
1715606471.7870293,8834,0.05555849149823189
1715606471.9829545,8871,0.18357527256011963
1715606472.008199,8878,0.15617989003658295
1715606472.791996,9059,0.15818749368190765
1715606473.061929,9122,0.18327456712722778
1715606473.219519,9153,0.06425471603870392
1715606473.6377916,9253,0.17532022297382355
1715606473.7730453,9292,0.21877756714820862
1715606473.8139546,9304,0.17061133682727814
1715606473.9424574,9328,0.28652888536453247
1715606474.0519636,9360,0.1707325279712677
1715606474.76665,9539,0.0888359472155571
1715606474.8430824,9548,0.18246141076087952
1715606475.306584,9672,0.2013573944568634
1715606475.493116,9713,0.2011178433895111
1715606475.6424336,9754,0.08937323093414307
1715606475.645918,9755,0.15551435947418213
1715606475.70645,9773,0.11358780413866043
1715606475.9921412,9838,0.08841906487941742
1715606476.1458921,9868,0.1648740917444229
1715606476.2369168,9895,0.23713791370391846
1715606476.3271275,9918,0.10554516315460205
1715606476.4925458,9949,0.2576668858528137
1715606476.495925,9950,0.1929391771554947
1715606476.535154,9961,0.18410158157348633
1715606476.5798752,9974,0.14007744193077087
1715606476.6003747,9980,0.12740717828273773
1715606476.648069,9994,0.16672813892364502
1715606476.9977088,10064,0.07240571081638336
1715606477.1341558,10091,0.09311867505311966
1715606477.2516477,10122,0.0911184772849083
1715606477.3122318,10139,0.14727964997291565
1715606477.5305624,10192,0.14182204008102417
1715606477.599061,10209,0.14330452680587769
1715606477.6232998,10216,0.15863946080207825
1715606478.1402788,10343,0.10996931791305542
1715606478.150369,10346,0.08658040314912796
1715606478.1537433,10347,0.09245340526103973
1715606478.3183963,10396,0.13372966647148132
1715606478.5381877,10446,0.1515198051929474
1715606478.5825107,10459,0.13393205404281616
1715606478.7739806,10502,0.06511285901069641
1715606478.8336515,10519,0.159160777926445
1715606479.0260096,10562,0.07255938649177551
1715606479.3558862,10644,0.09039771556854248
1715606479.3625512,10646,0.14851444959640503
1715606479.5757089,10708,0.2142937183380127
1715606479.6558535,10718,0.21711936593055725
1715606479.6797178,10725,0.14996230602264404
1715606480.8929102,11024,0.128737211227417
1715606480.9670131,11029,0.15096312761306763
1715606480.9957552,11037,0.10314303636550903
1715606481.0561693,11055,0.2033296823501587
1715606481.1947956,11095,0.19955341517925262
1715606481.324541,11119,0.19556882977485657
1715606481.3452709,11125,0.16461020708084106
1715606481.7024784,11213,0.19703225791454315
1715606481.7265146,11219,0.11507688462734222
1715606482.1856332,11332,0.08635780960321426
1715606482.4454718,11395,0.088759645819664
1715606482.5006835,11410,0.18773460388183594
1715606482.66512,11444,0.2219386249780655
1715606484.0723138,11787,0.15724486112594604
1715606484.227373,11820,0.1630537211894989
1715606484.320844,11848,0.16492268443107605
1715606484.3886387,11868,0.1530773639678955
1715606484.8324153,11973,0.17397208511829376
1715606485.0208843,12028,0.10062315315008163
1715606485.2294397,12077,0.25637051463127136
1715606485.6123762,12176,0.09740351140499115
1715606485.6261382,12180,0.21341121196746826
1715606485.8614922,12236,0.14120712876319885
1715606486.1658413,12303,0.11990001797676086
1715606486.2248223,12317,0.15752443671226501
1715606486.3575654,12355,0.1391228437423706
1715606486.5696054,12399,0.1950022578239441
1715606486.5779648,12401,0.20165026187896729
1715606486.7707624,12438,0.16580557823181152
1715606486.9366276,12477,0.15289759635925293
1715606486.952798,12481,0.13439029455184937
1715606487.257606,12555,0.18841174244880676
1715606487.464552,12602,0.25107574462890625
1715606487.8873303,12709,0.122062087059021
1715606488.6406953,12902,0.12534576654434204
1715606488.6992762,12906,0.11410205066204071
1715606488.8380022,12945,0.17158082127571106
1715606488.9347935,12973,0.19280873239040375
1715606488.9479184,12977,0.17538422346115112
1715606489.8193843,13189,0.14295518398284912
1715606490.327981,13305,0.16598674654960632
1715606490.483494,13350,0.17388716340065002
1715606490.6777773,13389,0.22368213534355164
1715606490.8075628,13419,0.17614108324050903
1715606490.9837468,13456,0.22552227973937988
1715606491.2258756,13523,0.14432372152805328
1715606491.3929884,13551,0.14917954802513123
1715606491.4268854,13559,0.1527319848537445
1715606491.7098622,13624,0.09823769330978394
1715606491.7908976,13643,0.25920987129211426
1715606491.8124208,13648,0.10159274935722351
1715606492.514323,13803,0.11020739376544952
1715606492.7420514,13850,0.1495259404182434
1715606493.24765,13972,0.21286416053771973
1715606493.2788422,13981,0.19620147347450256
1715606493.414405,14007,0.21128620207309723
1715606493.5572171,14047,0.15682581067085266
1715606494.1686127,14178,0.23961621522903442
1715606494.2111943,14189,0.1324065625667572
1715606494.2806585,14207,0.15814675390720367
1715606494.5317743,14259,0.1820654571056366
1715606494.5608013,14266,0.09740837663412094
1715606494.9130955,14355,0.18200570344924927
1715606494.9374568,14362,0.18283061683177948
1715606495.161581,14406,0.1141280084848404
1715606495.213342,14420,0.2503766417503357
1715606495.6711426,14536,0.32859042286872864
1715606495.887606,14578,0.17319628596305847
1715606496.0532324,14624,0.09260556101799011
1715606496.204582,14646,0.24167600274085999
1715606496.624885,14746,0.12948527932167053
1715606496.925628,14820,0.1759956181049347
1715606497.0332794,14852,0.17054542899131775
1715606497.123154,14865,0.17260754108428955
1715606497.137227,14869,0.15562784671783447
1715606497.334378,14926,0.1882692277431488
1715606497.4311748,14941,0.13797888159751892
1715606497.7992866,15020,0.10563958436250687
1715606497.9602158,15066,0.09539815783500671
1715606497.9636638,15067,0.20053434371948242
1715606497.977512,15071,0.3671930432319641
1715606498.1666834,15111,0.17117562890052795
1715606498.2158728,15125,0.1418890655040741
1715606498.2692318,15139,0.1510118544101715
1715606498.3216913,15154,0.11682213842868805
1715606498.4762197,15186,0.2010364979505539
1715606498.5255957,15200,0.1896182894706726
1715606499.1467116,15335,0.15101683139801025
1715606499.2676742,15363,0.06803400069475174
1715606499.3049154,15372,0.14499270915985107
1715606499.5160985,15420,0.16310301423072815
1715606499.6457326,15457,0.07483521103858948
1715606499.8139868,15491,0.13064131140708923
1715606500.2982094,15611,0.10798238217830658
1715606500.403093,15639,0.21591174602508545
1715606500.7187798,15713,0.21544241905212402
1715606500.9546134,15761,0.26996707916259766
1715606501.0689778,15794,0.10917767882347107
1715606501.2232172,15821,0.13821429014205933
1715606501.411989,15874,0.10209178924560547
1715606501.640037,15923,0.18755067884922028
1715606502.0838585,16033,0.2484036684036255
1715606502.2868207,16077,0.20971806347370148
1715606502.47636,16118,0.21623766422271729
1715606502.711901,16186,0.21991968154907227
1715606502.715163,16187,0.1604476422071457
1715606502.9575589,16242,0.16085976362228394
1715606503.254986,16314,0.203879714012146
1715606503.3652656,16347,0.1278654783964157
1715606503.5820875,16393,0.0778699591755867
1715606503.650624,16412,0.06944992393255234
1715606503.7669516,16428,0.09065218269824982
1715606505.0186636,16732,0.11705376952886581
1715606505.0328856,16736,0.22691871225833893
1715606505.4939368,16835,0.12876568734645844
1715606505.606748,16867,0.2825131416320801
1715606505.6565616,16881,0.10810720920562744
1715606505.667216,16884,0.06763963401317596
1715606505.799583,16908,0.09468986839056015
1715606505.9426515,16948,0.10040788352489471
1715606506.5324795,17077,0.10575386136770248
1715606506.6942074,17121,0.09077029675245285
1715606506.715667,17127,0.19586795568466187
1715606506.7193742,17128,0.16886106133460999
1715606507.3218343,17264,0.13479261100292206
1715606507.3575773,17274,0.13661830127239227
1715606507.9003623,17395,0.23938894271850586
1715606508.0443678,17432,0.07412712275981903
1715606508.6214073,17564,0.12177971005439758
1715606508.9196146,17633,0.17120975255966187
1715606509.1745296,17689,0.07979270070791245
1715606509.2058673,17698,0.18656069040298462
1715606509.3257525,17732,0.15916891396045685
1715606509.499089,17769,0.21674205362796783
1715606509.9731112,17882,0.08033086359500885
1715606510.2433178,17936,0.1486046016216278
1715606510.5901442,18006,0.15742117166519165
1715606511.1463122,18122,0.11333069205284119
1715606511.172869,18130,0.04046409949660301
1715606511.1862605,18134,0.14240232110023499
1715606511.199266,18138,0.13724493980407715
1715606511.5048714,18208,0.06948933750391006
1715606511.8352323,18277,0.16368621587753296
1715606512.1116395,18333,0.24921762943267822
1715606512.4418533,18406,0.29201942682266235
1715606512.532321,18430,0.1455109715461731
1715606512.7168572,18469,0.08146525919437408
1715606512.7644572,18482,0.15684086084365845
1715606512.797681,18491,0.15318335592746735
1715606512.912762,18523,0.07919567823410034
1715606513.350914,18617,0.16794395446777344
1715606513.4169226,18635,0.11185356974601746
1715606513.9072256,18760,0.08753854036331177
1715606513.9278085,18766,0.1297304332256317
1715606513.9377294,18769,0.1658896654844284
1715606514.0280044,18781,0.1867676079273224
1715606514.0819616,18796,0.26315099000930786
1715606514.520372,18905,0.17857757210731506
1715606514.8984716,18992,0.15516340732574463
1715606515.5203953,19110,0.20725497603416443
1715606515.535226,19114,0.06779996305704117
1715606515.9524083,19210,0.24656958878040314
1715606516.2619715,19279,0.1431768238544464
1715606516.452704,19320,0.2042398750782013
1715606516.7021377,19378,0.25106537342071533
1715606516.8773868,19407,0.11378049850463867
1715606516.9435265,19421,0.1263597309589386
1715606517.335476,19499,0.15573014318943024
1715606517.3514302,19502,0.10900759696960449
1715606517.5236464,19547,0.18357588350772858
1715606517.8771765,19618,0.1729201078414917
1715606518.0642416,19655,0.10290800034999847
1715606518.8707476,19842,0.15683197975158691
1715606518.9407833,19862,0.09471823275089264
1715606519.1158104,19896,0.11006756126880646
1715606519.1745393,19912,0.216689795255661
1715606519.214521,19923,0.19090521335601807
1715606519.4953666,19983,0.09968553483486176
1715606519.5119956,19987,0.20603184401988983
1715606519.5589652,20000,0.1864047646522522
1715606519.6641092,20015,0.16431067883968353
1715606520.9810672,20312,0.11002907156944275
1715606521.212216,20363,0.3269612789154053
1715606521.328878,20395,0.19588685035705566
1715606521.3608255,20404,0.09130273759365082
1715606521.4758115,20423,0.10353470593690872
1715606521.5402381,20441,0.07965192943811417
1715606521.7737503,20494,0.13752597570419312
1715606522.1269524,20579,0.11480017751455307
1715606522.1379244,20582,0.08372683078050613
1715606522.2739775,20619,0.04943230748176575
1715606522.3722174,20647,0.08108045905828476
1715606522.4913511,20665,0.2883339524269104
1715606522.4986432,20667,0.14949031174182892
1715606522.8978803,20761,0.13939711451530457
1715606523.24843,20842,0.11776597797870636
1715606523.6896176,20948,0.12122352421283722
1715606523.7028308,20952,0.250967800617218
1715606523.822551,20969,0.1359909474849701
1715606523.8447726,20974,0.15209469199180603
1715606523.8719816,20980,0.10898663848638535
1715606523.9480515,21001,0.17093521356582642
1715606524.0807645,21037,0.17134806513786316
1715606524.18398,21053,0.15592041611671448
1715606524.500191,21130,0.0788683146238327
1715606524.9121714,21234,0.13904649019241333
1715606525.0290644,21268,0.12188664078712463
1715606525.235017,21312,0.16049502789974213
1715606525.5649498,21391,0.19333770871162415
1715606525.6674201,21420,0.12894898653030396
1715606526.3263772,21583,0.15686734020709991
1715606526.4107165,21594,0.18514297902584076
1715606526.4284813,21599,0.22032611072063446
1715606526.5118022,21622,0.1429159790277481
1715606526.751685,21677,0.1915963590145111
1715606526.758844,21679,0.09047981351613998
1715606527.3040862,21813,0.22005894780158997
1715606527.4688368,21846,0.2309262901544571
1715606528.3917491,22064,0.1836262196302414
1715606528.476251,22088,0.10904600471258163
1715606528.7320275,22147,0.2034837007522583
1715606528.789465,22163,0.1941491663455963
1715606529.080495,22230,0.21189884841442108
1715606529.294761,22286,0.2151748538017273
1715606529.4184785,22308,0.1333177536725998
1715606529.7103667,22379,0.24046483635902405
1715606529.717312,22381,0.18336725234985352
1715606529.8490934,22418,0.13905085623264313
1715606531.096274,22703,0.2337198406457901
1715606531.2821631,22757,0.19752611219882965
1715606531.4149818,22782,0.17376071214675903
1715606532.0067413,22922,0.13476470112800598
1715606532.6027253,23072,0.2854733467102051
1715606532.7312145,23095,0.28450027108192444
1715606532.7757494,23107,0.26955556869506836
1715606533.5546992,23299,0.08812056481838226
1715606533.717657,23331,0.15166795253753662
1715606534.033685,23407,0.16418269276618958
1715606534.037209,23408,0.1511838436126709
1715606534.4335403,23501,0.11491712927818298
1715606534.7990189,23590,0.1054803878068924
1715606534.806117,23592,0.09103616327047348
1715606535.0456018,23646,0.12720729410648346
1715606535.0564952,23649,0.20920875668525696
1715606536.8176801,24071,0.16177800297737122
1715606538.1063814,24379,0.16690707206726074
1715606538.4751744,24470,0.20418919622898102
1715606538.4885285,24474,0.1473880410194397
1715606538.6010768,24493,0.12630313634872437
1715606539.0770113,24607,0.16896358132362366
1715606539.4685729,24705,0.18446028232574463
1715606539.5647087,24719,0.12703128159046173
1715606539.7085865,24759,0.10890942066907883
1715606540.0041175,24829,0.1385601907968521
1715606540.057172,24844,0.2030758261680603
1715606540.2117743,24876,0.22126926481723785
1715606540.2359965,24883,0.13598397374153137
1715606540.4482195,24939,0.12635765969753265
1715606540.5671117,24959,0.2472262680530548
1715606540.5755339,24961,0.17390431463718414
1715606540.7093194,24992,0.15164759755134583
1715606541.0413275,25054,0.13253408670425415
1715606541.3136177,25113,0.1487353891134262
1715606541.6212606,25188,0.20361773669719696
1715606541.841302,25250,0.1188148707151413
1715606542.4601715,25399,0.13824623823165894
1715606542.6671286,25445,0.1375150978565216
1715606542.749731,25468,0.08289319276809692
1715606543.5070155,25650,0.1560700535774231
1715606543.748111,25704,0.21417054533958435
1715606543.7824361,25714,0.13234484195709229
1715606543.7890837,25716,0.13473844528198242
1715606543.9830053,25758,0.09497010707855225
1715606544.2332413,25815,0.21642296016216278
1715606544.6128051,25908,0.1503675878047943
1715606544.6501355,25918,0.10114400088787079
1715606544.6941373,25930,0.091959148645401
1715606545.3893838,26098,0.09920446574687958
1715606545.422554,26107,0.21070687472820282
1715606545.4495158,26115,0.10335175693035126
1715606545.4764466,26123,0.0818585678935051
1715606545.6504934,26154,0.14673034846782684
1715606546.087141,26264,0.17602339386940002
1715606546.2263567,26291,0.15515175461769104
1715606546.273901,26304,0.14555570483207703
1715606546.280901,26306,0.15238289535045624
1715606546.5803123,26378,0.275063693523407
1715606546.7375052,26422,0.12185412645339966
1715606547.3218236,26551,0.12530483305454254
1715606547.4484959,26588,0.08476027846336365
1715606547.465054,26593,0.19173341989517212
1715606547.7090473,26647,0.14399978518486023
1715606547.9166446,26694,0.07864537090063095
1715606548.1748748,26754,0.21330329775810242
1715606548.3935926,26816,0.13841088116168976
1715606548.3968425,26817,0.11448751389980316
1715606548.8321743,26915,0.16252797842025757
1715606549.0310054,26971,0.12954425811767578
1715606549.2349954,27015,0.1922198235988617
1715606549.2908363,27030,0.15303367376327515
1715606549.39133,27060,0.17208591103553772
1715606549.604336,27105,0.18173986673355103
1715606549.670347,27124,0.09712091088294983
1715606549.7298899,27141,0.12311355769634247
1715606550.4905262,27309,0.1552809476852417
1715606550.6969619,27368,0.1766023337841034
1715606551.022065,27443,0.18236151337623596
1715606551.0320563,27446,0.19999253749847412
1715606551.1225433,27455,0.1812695562839508
1715606551.380487,27522,0.12993595004081726
1715606551.4960291,27538,0.19882819056510925
1715606551.8715389,27627,0.2288023978471756
1715606551.9606671,27652,0.17389501631259918
1715606552.5611377,27793,0.06439440697431564
1715606552.6817238,27826,0.10449019819498062
1715606552.7100408,27834,0.10695013403892517
1715606552.984927,27895,0.13624635338783264
1715606553.5237,28007,0.23919521272182465
1715606553.671717,28046,0.14011409878730774
1715606553.9312224,28103,0.2275882065296173
1715606554.3564644,28204,0.1040913313627243
1715606554.4237766,28223,0.13389787077903748
1715606555.0612142,28364,0.11336426436901093
1715606555.5155416,28453,0.14559970796108246
1715606555.5508778,28461,0.12306926399469376
1715606555.8540735,28516,0.07732488960027695
1715606556.1499908,28586,0.16520091891288757
1715606556.2619638,28616,0.1157238557934761
1715606556.356313,28629,0.11235400289297104
1715606557.079174,28793,0.11016042530536652
1715606557.0863087,28795,0.1092025637626648
1715606557.303842,28855,0.23866881430149078
1715606557.450509,28883,0.15569008886814117
1715606557.8254023,28973,0.09964495897293091
1715606557.8324773,28975,0.10534148663282394
1715606557.8682866,28985,0.13150808215141296
1715606558.4873114,29120,0.10788370668888092
1715606558.5173168,29127,0.1037270650267601
1715606559.092314,29260,0.11955800652503967
1715606559.273783,29311,0.12294524163007736
1715606559.4720263,29354,0.07214924693107605
1715606559.6561491,29405,0.24373087286949158
1715606559.8276925,29432,0.15930333733558655
1715606560.0876615,29491,0.29337283968925476
1715606560.354205,29566,0.08487312495708466
1715606560.5958385,29621,0.10611645877361298
1715606560.651236,29637,0.13589969277381897
1715606560.8221817,29672,0.11785456538200378
1715606560.8431888,29678,0.10369071364402771
1715606561.2663605,29785,0.08273425698280334
1715606561.2903776,29792,0.17096662521362305
1715606561.39719,29809,0.11209647357463837
1715606561.4784658,29832,0.06967108696699142
1715606561.5380723,29849,0.16019679605960846
1715606561.6277041,29875,0.1830812394618988
1715606562.0357409,29964,0.14380419254302979
1715606562.0744061,29975,0.08545338362455368
1715606562.161637,30000,0.08026966452598572
1715606562.440366,30056,0.15555384755134583
1715606562.4820523,30068,0.12801387906074524
1715606562.528818,30081,0.099001944065094
1715606563.0872712,30201,0.14466442167758942
1715606563.2421677,30244,0.12742087244987488
1715606563.2781897,30255,0.14126741886138916
1715606563.2845964,30257,0.03285238519310951
1715606563.2981844,30261,0.2623017430305481
1715606563.4894383,30301,0.1170053482055664
1715606563.604557,30334,0.1043485626578331
1715606563.7057774,30350,0.15636441111564636
1715606564.7854369,30615,0.06680130958557129
1715606565.1168497,30691,0.08417342603206635
1715606565.1783366,30704,0.1685636341571808
1715606565.404055,30752,0.19799482822418213
1715606565.9609554,30893,0.1429121494293213
1715606566.1122162,30920,0.121478371322155
1715606566.2169251,30945,0.20353074371814728
1715606566.247709,30954,0.25314462184906006
1715606566.2679944,30960,0.06622420251369476
1715606566.2947607,30968,0.2741471230983734
1715606566.4951406,31007,0.25019001960754395
1715606566.9550953,31119,0.14280536770820618
1715606567.4445796,31212,0.24812626838684082
1715606567.5598042,31245,0.15385572612285614
1715606567.8529723,31315,0.1736559420824051
1715606568.1172533,31377,0.22233887016773224
1715606568.2399113,31411,0.12416300177574158
1715606568.49542,31470,0.18639357388019562
1715606569.08388,31608,0.22859923541545868
1715606569.1653273,31630,0.11664502322673798
1715606569.276904,31661,0.1767597794532776
1715606569.4525185,31697,0.11224807798862457
1715606569.4688075,31701,0.18754330277442932
1715606569.4977431,31709,0.30624064803123474
1715606569.7723758,31772,0.10060429573059082
1715606569.7832396,31775,0.16145093739032745
1715606570.2178276,31880,0.1109435111284256
1715606570.2980218,31903,0.1867714524269104
1715606570.4009974,31919,0.15192702412605286
1715606570.4514577,31933,0.1726074516773224
1715606570.5265028,31954,0.11780503392219543
1715606570.6076167,31977,0.16866445541381836
1715606570.7163467,31995,0.21383248269557953
1715606570.801418,32015,0.1082395613193512
1715606571.4791057,32174,0.09445233643054962
1715606571.609612,32209,0.1812739223241806
1715606571.822425,32255,0.12652400135993958
1715606572.8711271,32508,0.07394233345985413
1715606572.920324,32522,0.19258075952529907
1715606573.1472375,32570,0.16080006957054138
1715606573.3641548,32617,0.11362645775079727
1715606573.8872824,32747,0.12961965799331665
1715606574.166108,32812,0.1369936168193817
1715606574.1696684,32813,0.17109495401382446
1715606574.2132933,32825,0.19718140363693237
1715606574.2169561,32826,0.10872991383075714
1715606574.5487998,32903,0.10798104107379913
1715606574.8344886,32967,0.17420752346515656
1715606574.912085,32987,0.07784059643745422
1715606575.069907,33013,0.22689096629619598
1715606575.8024468,33186,0.19482308626174927
1715606575.9490297,33226,0.09822507202625275
1715606576.1877997,33280,0.1950390487909317
1715606576.6385427,33394,0.1776627153158188
1715606576.741843,33409,0.12871617078781128
1715606576.760222,33414,0.18752557039260864
1715606576.8070529,33427,0.10065625607967377
1715606576.8611927,33442,0.1008521169424057
1715606577.930634,33702,0.23465748131275177
1715606577.9578125,33710,0.1560419499874115
1715606578.1540816,33751,0.19164687395095825
1715606578.3892872,33804,0.12637174129486084
1715606578.4876683,33831,0.12989652156829834
1715606578.5899096,33860,0.11178315430879593
1715606578.6068146,33865,0.07885049283504486
1715606578.6134968,33867,0.14026275277137756
1715606578.7325451,33887,0.09244146198034286
1715606579.2659955,34022,0.16607505083084106
1715606579.5649333,34090,0.24764496088027954
1715606579.689321,34108,0.14880061149597168
1715606580.0682862,34198,0.1610380858182907
1715606580.4043958,34277,0.13155069947242737
1715606580.4263024,34282,0.1145605742931366
1715606580.7842999,34365,0.02757043018937111
1715606581.192392,34465,0.11830936372280121
1715606581.2306714,34476,0.12649232149124146
